Fecha,Hora de salida,Lugar de Origen,Lugar de Destino
2024-10-14,11:23:00,Urbanización Alto Puno,Av. Costanera Puno
2024-10-14,11:28:00,Parque Mariátegui Puno,Real Plaza Puno
2024-10-14,12:24:00,Jayllihuaya Puno,Avenida El Sol Puno
2024-10-14,12:50:00,Real Plaza Puno,Complejo Deportivo Alto Llavini Puno
2024-10-14,14:05:00,Universidad Andina Néstor Cáceres Velásquez Puno,Universidad Nacional del Altiplano
2024-10-14,16:27:00,Isla Esteves Puno,Urbanización Huajsapata Puno
2024-10-14,16:34:00,Gobierno Regional de Puno,Municipalidad Provincial de Puno
2024-10-14,17:04:00,Plazuela Santa Rosa Puno,Colegio Don Bosco Puno
2024-10-14,17:09:00,Parque Mariátegui Puno,Instituto de Educación Superior Tecnológico Público Puno
2024-10-14,17:23:00,Real Plaza Puno,Mirador Puma Uta Puno
2024-10-14,17:48:00,Urbanización Bellavista Puno,Terminal Terrestre Puno
2024-10-14,17:51:00,Jirón Lima Puno,Cementerio Laykakota Puno
2024-10-14,18:44:00,Urbanización Bellavista Puno,Colegio Glorioso San Carlos Puno
2024-10-14,19:20:00,Mirador Kuntur Wasi Puno,Mercado Unión y Dignidad Puno
2024-10-14,19:48:00,Gran Unidad Escolar San Carlos Puno,Universidad Nacional del Altiplano
2024-10-14,19:54:00,Parque del Niño Puno,Urbanización Chanu Chanu Puno
2024-10-14,21:12:00,Puerto Muñoz Díaz Puno,Jirón Lima Puno
2024-10-14,21:19:00,Universidad Andina Néstor Cáceres Velásquez Puno,Hostal Mirador Korichasca Puno
2024-10-14,21:37:00,Puerto Lacustre Puno,Puerto Lacustre Puno
2024-10-14,22:56:00,Plazuela 15 de Agosto Puno,Hospital Regional Manuel Núñez Butrón
2024-10-15,05:09:00,Mercado Central Bellavista Puno,Hotel Sonesta Posadas del Inca Puno
2024-10-15,05:10:00,Mirador Puma Uta Puno,Parque Mariátegui Puno
2024-10-15,05:45:00,Cementerio Yanamayo Puno,Mercado Unión y Dignidad Puno
2024-10-15,07:48:00,Colegio Glorioso San Carlos Puno,Urbanización Salcedo Puno
2024-10-15,07:59:00,Universidad Nacional del Altiplano,Urbanización Huajsapata Puno
2024-10-15,07:59:00,Hospital Regional Manuel Núñez Butrón,Universidad Nacional del Altiplano
2024-10-15,08:08:00,Puerto Muñoz Díaz Puno,Senati Puno
2024-10-15,08:08:00,Mirador Puma Uta Puno,Gran Unidad Escolar San Carlos Puno
2024-10-15,08:28:00,Terminal Zonal Sur Puno,Mercado Unión y Dignidad Puno
2024-10-15,08:38:00,Polideportivo Chanu Chanu Puno,Cementerio Laykakota Puno
2024-10-15,09:28:00,Colegio Glorioso San Carlos Puno,Urbanización Huajsapata Puno
2024-10-15,09:51:00,Puerto Lacustre Puno,Universidad Andina Néstor Cáceres Velásquez Puno
2024-10-15,10:06:00,Mercado Laykakota Puno,Centro de Salud Metropolitano Puno
2024-10-15,10:11:00,Gobierno Regional de Puno,Mercado Unión y Dignidad Puno
2024-10-15,11:34:00,Universidad Nacional del Altiplano,Colegio Glorioso San Carlos Puno
2024-10-15,13:05:00,Mercado Unión y Dignidad Puno,Mercado Central Bellavista Puno
2024-10-15,13:37:00,Jirón Lima Puno,Plaza Mayor de Puno Puno
2024-10-15,13:37:00,Hotel Sonesta Posadas del Inca Puno,Mirador Puma Uta Puno
2024-10-15,14:12:00,Senati Puno,Urbanización Huajsapata Puno
2024-10-15,15:05:00,Instituto de Cultura y Turismo de Puno,Av. Costanera Puno
2024-10-15,15:05:00,Cementerio Laykakota Puno,Plaza Mayor de Puno Puno
2024-10-15,17:01:00,Puerto Muñoz Díaz Puno,Avenida La Torre Puno
2024-10-15,17:17:00,Mercado Unión y Dignidad Puno,Universidad Nacional del Altiplano
2024-10-15,17:19:00,Plazuela Santa Rosa Puno,Cementerio Yanamayo Puno
2024-10-15,17:44:00,Complejo Deportivo Alto Llavini Puno,Mercado Central Bellavista Puno
2024-10-15,19:20:00,Colegio Don Bosco Puno,Colegio Glorioso San Carlos Puno
2024-10-15,19:40:00,Mercado Laykakota Puno,Estadio Enrique Torres Belón
2024-10-15,19:48:00,Hospital Regional Manuel Núñez Butrón,Salcedo Puno
2024-10-15,20:58:00,Jayllihuaya Puno,Complejo Deportivo Alto Llavini Puno
2024-10-15,22:22:00,Complejo Deportivo Alto Llavini Puno,Senati Puno
2024-10-16,05:09:00,Mirador Kuntur Wasi Puno,Mirador Puma Uta Puno
2024-10-16,05:23:00,Plaza Mayor de Puno Puno,Instituto de Cultura y Turismo de Puno
2024-10-16,06:43:00,Terminal Terrestre Puno,Jirón Lima Puno
2024-10-16,07:02:00,Centro de Salud Metropolitano Puno,Instituto Americano Los Andes Puno
2024-10-16,08:01:00,Terminal Zonal Sur Puno,Urbanización Salcedo Puno
2024-10-16,08:35:00,Complejo Deportivo Alto Llavini Puno,Jirón Lima Puno
2024-10-16,08:59:00,Plaza Mayor de Puno Puno,Terminal Terrestre Puno
2024-10-16,09:34:00,Avenida Floral Puno,Polideportivo Chanu Chanu Puno
2024-10-16,10:49:00,Urbanización Alto Puno,Jayllihuaya Puno
2024-10-16,10:53:00,Isla Esteves Puno,Salcedo Puno
2024-10-16,10:58:00,Centro de Salud Metropolitano Puno,Puerto Muñoz Díaz Puno
2024-10-16,11:15:00,Hospital Regional Manuel Núñez Butrón,Avenida Floral Puno
2024-10-16,11:35:00,Avenida La Torre Puno,Universidad Nacional del Altiplano
2024-10-16,12:05:00,Municipalidad Provincial de Puno,Av. Costanera Puno
2024-10-16,12:11:00,Universidad Nacional del Altiplano,Instituto Americano Los Andes Puno
2024-10-16,12:21:00,Jayllihuaya Puno,Av. Costanera Puno
2024-10-16,12:55:00,Plazuela Santa Rosa Puno,Jayllihuaya Puno
2024-10-16,13:03:00,Iglesia San Juan Bautista Puno,Terminal Terrestre Puno
2024-10-16,14:45:00,Plazuela 15 de Agosto Puno,Puerto Lacustre Puno
2024-10-16,16:03:00,Polideportivo Chanu Chanu Puno,Hotel Sonesta Posadas del Inca Puno
2024-10-16,17:12:00,Universidad Andina Néstor Cáceres Velásquez Puno,Instituto Americano Los Andes Puno
2024-10-16,17:51:00,Terminal Zonal Sur Puno,Plaza Mayor de Puno Puno
2024-10-16,17:56:00,Hotel Libertador Lago Titicaca Puno,Instituto Americano Los Andes Puno
2024-10-16,17:59:00,Mirador Puma Uta Puno,Instituto de Educación Superior Tecnológico Público Puno
2024-10-16,18:39:00,Colegio Adventista Puno,Instituto Americano Los Andes Puno
2024-10-16,20:24:00,Urbanización Chanu Chanu Puno,Cementerio Laykakota Puno
2024-10-16,20:51:00,Avenida Floral Puno,Parque Mariátegui Puno
2024-10-16,22:48:00,Plaza Mayor de Puno Puno,Hotel Sonesta Posadas del Inca Puno
2024-10-16,22:57:00,Mirador Kuntur Wasi Puno,Universidad Andina Néstor Cáceres Velásquez Puno
2024-10-17,05:22:00,Instituto Americano Los Andes Puno,Parque Mariátegui Puno
2024-10-17,05:24:00,Puerto Lacustre Puno,Puerto Muñoz Díaz Puno
2024-10-17,07:28:00,Terminal Zonal Sur Puno,Colegio Don Bosco Puno
2024-10-17,07:42:00,Hostal Mirador Korichasca Puno,Mirador Puma Uta Puno
2024-10-17,07:56:00,Mirador Puma Uta Puno,Jirón Lima Puno
2024-10-17,08:04:00,Cementerio Yanamayo Puno,Instituto Americano Los Andes Puno
2024-10-17,08:38:00,Gran Unidad Escolar San Carlos Puno,Complejo Deportivo Alto Llavini Puno
2024-10-17,08:57:00,Puerto Lacustre Puno,Colegio María Auxiliadora Puno
2024-10-17,09:58:00,Colegio Don Bosco Puno,Instituto Americano Los Andes Puno
2024-10-17,10:17:00,Universidad Nacional del Altiplano,Urbanización Bellavista Puno
2024-10-17,10:50:00,Puerto Muñoz Díaz Puno,Real Plaza Puno
2024-10-17,12:33:00,Instituto de Educación Superior Tecnológico Público Puno,Colegio Glorioso San Carlos Puno
2024-10-17,12:51:00,Isla Esteves Puno,Puerto Lacustre Puno
2024-10-17,13:52:00,Hospital Regional Manuel Núñez Butrón,Avenida La Torre Puno
2024-10-17,13:58:00,Estadio Enrique Torres Belón,Terminal Terrestre Puno
2024-10-17,14:07:00,Colegio Don Bosco Puno,Senati Puno
2024-10-17,14:10:00,Urbanización Huajsapata Puno,Iglesia San Juan Bautista Puno
2024-10-17,14:47:00,Plaza Mayor de Puno Puno,Urbanización Bellavista Puno
2024-10-17,16:34:00,Mirador Kuntur Wasi Puno,Hospital ESSALUD Puno
2024-10-17,16:37:00,Complejo Deportivo Alto Llavini Puno,Isla Esteves Puno
2024-10-17,17:00:00,Colegio Don Bosco Puno,Instituto de Educación Superior Tecnológico Público Puno
2024-10-17,17:23:00,Catedral Basílica de Puno,Complejo Deportivo Alto Llavini Puno
2024-10-17,17:33:00,Hostal Mirador Korichasca Puno,Salcedo Puno
2024-10-17,17:40:00,Urbanización Bellavista Puno,Jayllihuaya Puno
2024-10-17,17:58:00,Cementerio Laykakota Puno,Isla Esteves Puno
2024-10-17,18:54:00,Urbanización Salcedo Puno,Terminal Zonal Sur Puno
2024-10-17,18:57:00,Iglesia San Juan Bautista Puno,Urbanización Bellavista Puno
2024-10-17,19:25:00,Catedral Basílica de Puno,Real Plaza Puno
2024-10-17,19:26:00,Mirador Puma Uta Puno,Real Plaza Puno
2024-10-17,19:31:00,Mercado Central Bellavista Puno,Jayllihuaya Puno
2024-10-17,19:51:00,Urbanización Bellavista Puno,Puerto Muñoz Díaz Puno
2024-10-17,20:03:00,Puerto Lacustre Puno,Instituto de Cultura y Turismo de Puno
2024-10-17,20:41:00,Catedral Basílica de Puno,Jayllihuaya Puno
2024-10-17,21:42:00,Cementerio Laykakota Puno,Instituto de Cultura y Turismo de Puno
2024-10-18,06:13:00,Cementerio Yanamayo Puno,Colegio Glorioso San Carlos Puno
2024-10-18,07:02:00,Jirón Lima Puno,Hotel Libertador Lago Titicaca Puno
2024-10-18,07:25:00,Puerto Lacustre Puno,Hostal Mirador Korichasca Puno
2024-10-18,07:31:00,Urbanización Chanu Chanu Puno,Puerto Lacustre Puno
2024-10-18,07:38:00,Colegio Don Bosco Puno,Puerto Lacustre Puno
2024-10-18,08:08:00,Parque Mariátegui Puno,Terminal Zonal Sur Puno
2024-10-18,08:10:00,Hotel Libertador Lago Titicaca Puno,Gran Unidad Escolar San Carlos Puno
2024-10-18,08:25:00,Plaza Mayor de Puno Puno,Mirador Puma Uta Puno
2024-10-18,08:39:00,Centro de Salud Metropolitano Puno,Instituto de Educación Superior Tecnológico Público Puno
2024-10-18,09:01:00,Plazuela Santa Rosa Puno,Mirador Puma Uta Puno
2024-10-18,09:05:00,Parque Mariátegui Puno,Mirador Puma Uta Puno
2024-10-18,09:45:00,Colegio Adventista Puno,Urbanización Bellavista Puno
2024-10-18,10:19:00,Senati Puno,Avenida La Torre Puno
2024-10-18,10:21:00,Mercado Unión y Dignidad Puno,Hostal Mirador Korichasca Puno
2024-10-18,11:11:00,Parque del Niño Puno,Gran Unidad Escolar San Carlos Puno
2024-10-18,12:37:00,Avenida La Torre Puno,Jayllihuaya Puno
2024-10-18,13:04:00,Mercado Central Bellavista Puno,Avenida La Torre Puno
2024-10-18,13:22:00,Plazuela 15 de Agosto Puno,Municipalidad Provincial de Puno
2024-10-18,13:22:00,Colegio Adventista Puno,Avenida La Torre Puno
2024-10-18,16:25:00,Catedral Basílica de Puno,Universidad Nacional del Altiplano
2024-10-18,16:26:00,Mercado Laykakota Puno,Estadio Enrique Torres Belón
2024-10-18,16:34:00,Universidad Nacional del Altiplano,Mercado Central Bellavista Puno
2024-10-18,17:03:00,Universidad Nacional del Altiplano,Hospital Regional Manuel Núñez Butrón
2024-10-18,17:05:00,Instituto de Cultura y Turismo de Puno,Plazuela Santa Rosa Puno
2024-10-18,17:08:00,Avenida La Torre Puno,Senati Puno
2024-10-18,17:50:00,Universidad Andina Néstor Cáceres Velásquez Puno,Instituto de Cultura y Turismo de Puno
2024-10-18,18:02:00,Gran Unidad Escolar San Carlos Puno,Parque del Niño Puno
2024-10-18,18:59:00,Municipalidad Provincial de Puno,Universidad Nacional del Altiplano
2024-10-18,19:00:00,Real Plaza Puno,Parque Mariátegui Puno
2024-10-18,19:48:00,Avenida El Sol Puno,Jirón Lima Puno
2024-10-19,07:48:00,Cementerio Yanamayo Puno,Instituto de Cultura y Turismo de Puno
2024-10-19,08:35:00,Colegio Don Bosco Puno,Mercado Laykakota Puno
2024-10-19,09:20:00,Gran Unidad Escolar San Carlos Puno,Urbanización Bellavista Puno
2024-10-19,09:25:00,Jayllihuaya Puno,Parque del Niño Puno
2024-10-19,09:25:00,Mirador Kuntur Wasi Puno,Puerto Muñoz Díaz Puno
2024-10-19,09:52:00,Urbanización Alto Puno,Catedral Basílica de Puno
2024-10-19,10:28:00,Urbanización Alto Puno,Universidad Nacional del Altiplano
2024-10-19,10:28:00,Isla Esteves Puno,Puerto Muñoz Díaz Puno
2024-10-19,10:37:00,Av. Costanera Puno,Real Plaza Puno
2024-10-19,11:02:00,Plazuela Santa Rosa Puno,Catedral Basílica de Puno
2024-10-19,11:07:00,Jayllihuaya Puno,Iglesia San Juan Bautista Puno
2024-10-19,11:20:00,Jirón Lima Puno,Plazuela Santa Rosa Puno
2024-10-19,12:52:00,Avenida La Torre Puno,Urbanización Salcedo Puno
2024-10-19,13:01:00,Colegio Adventista Puno,Plaza Mayor de Puno Puno
2024-10-19,13:21:00,Universidad Andina Néstor Cáceres Velásquez Puno,Terminal Terrestre Puno
2024-10-19,13:30:00,Plaza Mayor de Puno Puno,Terminal Terrestre Puno
2024-10-19,13:49:00,Hostal Mirador Korichasca Puno,Parque del Niño Puno
2024-10-19,15:35:00,Av. Costanera Puno,Mirador Kuntur Wasi Puno
2024-10-19,15:49:00,Cementerio Yanamayo Puno,Gobierno Regional de Puno
2024-10-19,16:54:00,Plaza Mayor de Puno Puno,Avenida Floral Puno
2024-10-19,17:17:00,Hospital ESSALUD Puno,Mercado Unión y Dignidad Puno
2024-10-19,17:20:00,Colegio Don Bosco Puno,Catedral Basílica de Puno
2024-10-19,17:29:00,Real Plaza Puno,Terminal Zonal Sur Puno
2024-10-19,18:06:00,Mercado Unión y Dignidad Puno,Universidad Andina Néstor Cáceres Velásquez Puno
2024-10-19,18:10:00,Parque Pino Puno,Polideportivo Chanu Chanu Puno
2024-10-19,18:34:00,Estadio Enrique Torres Belón,Jayllihuaya Puno
2024-10-19,18:40:00,Instituto Americano Los Andes Puno,Estadio Enrique Torres Belón
2024-10-19,18:48:00,Plaza Mayor de Puno Puno,Municipalidad Provincial de Puno
2024-10-19,18:59:00,Puerto Lacustre Puno,Hotel Libertador Lago Titicaca Puno
2024-10-19,20:07:00,Jayllihuaya Puno,Hotel Libertador Lago Titicaca Puno
2024-10-19,20:52:00,Plazuela Santa Rosa Puno,Colegio Don Bosco Puno
2024-10-19,21:25:00,Cementerio Laykakota Puno,Universidad Nacional del Altiplano
2024-10-20,05:01:00,Colegio Adventista Puno,Iglesia San Juan Bautista Puno
2024-10-20,06:14:00,Isla Esteves Puno,Catedral Basílica de Puno
2024-10-20,06:56:00,Universidad Nacional del Altiplano,Mercado Central Bellavista Puno
2024-10-20,07:34:00,Mirador Kuntur Wasi Puno,Avenida Floral Puno
2024-10-20,07:51:00,Avenida Floral Puno,Real Plaza Puno
2024-10-20,07:53:00,Isla Esteves Puno,Puerto Muñoz Díaz Puno
2024-10-20,08:07:00,Instituto de Educación Superior Tecnológico Público Puno,Centro de Salud Metropolitano Puno
2024-10-20,08:29:00,Urbanización Alto Puno,Mercado Laykakota Puno
2024-10-20,08:50:00,Isla Esteves Puno,Terminal Terrestre Puno
2024-10-20,09:04:00,Isla Esteves Puno,Mercado Unión y Dignidad Puno
2024-10-20,09:18:00,Colegio María Auxiliadora Puno,Real Plaza Puno
2024-10-20,10:24:00,Mercado Central Bellavista Puno,Parque del Niño Puno
2024-10-20,10:42:00,Universidad Nacional del Altiplano,Parque Mariátegui Puno
2024-10-20,11:54:00,Jirón Lima Puno,Polideportivo Chanu Chanu Puno
2024-10-20,12:16:00,Mercado Laykakota Puno,Real Plaza Puno
2024-10-20,13:41:00,Hotel Libertador Lago Titicaca Puno,Universidad Nacional del Altiplano
2024-10-20,13:57:00,Av. Costanera Puno,Los Incas Puno
2024-10-20,14:40:00,Salcedo Puno,Hotel Sonesta Posadas del Inca Puno
2024-10-20,16:08:00,Jayllihuaya Puno,Parque Mariátegui Puno
2024-10-20,16:18:00,Catedral Basílica de Puno,Instituto de Cultura y Turismo de Puno
2024-10-20,16:35:00,Universidad Nacional del Altiplano,Urbanización Alto Puno
2024-10-20,16:55:00,Jirón Lima Puno,Urbanización Bellavista Puno
2024-10-20,17:41:00,Colegio María Auxiliadora Puno,Mirador Kuntur Wasi Puno
2024-10-20,17:49:00,Av. Costanera Puno,Avenida Floral Puno
2024-10-20,18:25:00,Plazuela 15 de Agosto Puno,Plazuela 15 de Agosto Puno
2024-10-20,19:09:00,Instituto de Cultura y Turismo de Puno,Mercado Laykakota Puno
2024-10-20,19:48:00,Plaza Mayor de Puno Puno,Centro de Salud Metropolitano Puno
2024-10-20,19:54:00,Plazuela Santa Rosa Puno,Iglesia San Juan Bautista Puno
2024-10-20,20:56:00,Iglesia San Juan Bautista Puno,Terminal Terrestre Puno
2024-10-20,22:01:00,Colegio María Auxiliadora Puno,Plazuela 15 de Agosto Puno
2024-10-20,22:05:00,Urbanización Alto Puno,Colegio María Auxiliadora Puno
2024-10-20,22:16:00,Urbanización Alto Puno,Salcedo Puno
2024-10-21,05:09:00,Jayllihuaya Puno,Jayllihuaya Puno
2024-10-21,06:17:00,Universidad Nacional del Altiplano,Jirón Lima Puno
2024-10-21,07:15:00,Av. Costanera Puno,Av. Costanera Puno
2024-10-21,07:31:00,Estadio Enrique Torres Belón,Los Incas Puno
2024-10-21,08:39:00,Urbanización Chanu Chanu Puno,Senati Puno
2024-10-21,08:41:00,Colegio Don Bosco Puno,Municipalidad Provincial de Puno
2024-10-21,08:56:00,Urbanización Huajsapata Puno,Plaza Mayor de Puno Puno
2024-10-21,09:04:00,Cementerio Yanamayo Puno,Cementerio Yanamayo Puno
2024-10-21,09:10:00,Municipalidad Provincial de Puno,Salcedo Puno
2024-10-21,09:17:00,Gran Unidad Escolar San Carlos Puno,Hospital ESSALUD Puno
2024-10-21,09:40:00,Polideportivo Chanu Chanu Puno,Hotel Libertador Lago Titicaca Puno
2024-10-21,11:09:00,Instituto de Educación Superior Tecnológico Público Puno,Mercado Unión y Dignidad Puno
2024-10-21,12:29:00,Hospital ESSALUD Puno,Mirador Kuntur Wasi Puno
2024-10-21,17:42:00,Parque del Niño Puno,Urbanización Bellavista Puno
2024-10-21,18:01:00,Plaza Mayor de Puno Puno,Los Incas Puno
2024-10-21,18:17:00,Real Plaza Puno,Urbanización Alto Puno
2024-10-21,18:41:00,Mercado Central Bellavista Puno,Parque del Niño Puno
2024-10-21,19:12:00,Colegio Glorioso San Carlos Puno,Terminal Zonal Sur Puno
2024-10-21,19:27:00,Instituto de Cultura y Turismo de Puno,Urbanización Alto Puno
2024-10-21,19:46:00,Polideportivo Chanu Chanu Puno,Senati Puno
2024-10-21,19:54:00,Universidad Nacional del Altiplano,Iglesia San Juan Bautista Puno
2024-10-21,20:04:00,Jayllihuaya Puno,Cementerio Laykakota Puno
2024-10-21,20:58:00,Urbanización Alto Puno,Mirador Kuntur Wasi Puno
2024-10-21,22:34:00,Real Plaza Puno,Av. Costanera Puno
2024-10-22,05:27:00,Puerto Muñoz Díaz Puno,Terminal Zonal Sur Puno
2024-10-22,06:12:00,Plaza Mayor de Puno Puno,Iglesia San Juan Bautista Puno
2024-10-22,06:21:00,Avenida El Sol Puno,Terminal Terrestre Puno
2024-10-22,07:46:00,Instituto de Cultura y Turismo de Puno,Isla Esteves Puno
2024-10-22,09:08:00,Puerto Muñoz Díaz Puno,Avenida El Sol Puno
2024-10-22,09:38:00,Mirador Puma Uta Puno,Plaza Mayor de Puno Puno
2024-10-22,09:47:00,Salcedo Puno,Instituto de Cultura y Turismo de Puno
2024-10-22,09:52:00,Municipalidad Provincial de Puno,Complejo Deportivo Alto Llavini Puno
2024-10-22,10:30:00,Salcedo Puno,Polideportivo Chanu Chanu Puno
2024-10-22,10:51:00,Estadio Enrique Torres Belón,Cementerio Laykakota Puno
2024-10-22,11:21:00,Universidad Andina Néstor Cáceres Velásquez Puno,Urbanización Chanu Chanu Puno
2024-10-22,11:26:00,Parque Pino Puno,Colegio Glorioso San Carlos Puno
2024-10-22,12:18:00,Isla Esteves Puno,Puerto Lacustre Puno
2024-10-22,12:48:00,Hotel Libertador Lago Titicaca Puno,Mercado Unión y Dignidad Puno
2024-10-22,14:08:00,Gran Unidad Escolar San Carlos Puno,Instituto de Cultura y Turismo de Puno
2024-10-22,14:16:00,Terminal Zonal Sur Puno,Urbanización Salcedo Puno
2024-10-22,15:06:00,Gobierno Regional de Puno,Urbanización Huajsapata Puno
2024-10-22,15:28:00,Hospital ESSALUD Puno,Universidad Nacional del Altiplano
2024-10-22,16:21:00,Hospital ESSALUD Puno,Hospital ESSALUD Puno
2024-10-22,16:39:00,Parque del Niño Puno,Hotel Libertador Lago Titicaca Puno
2024-10-22,18:13:00,Puerto Muñoz Díaz Puno,Plazuela Santa Rosa Puno
2024-10-22,18:41:00,Terminal Terrestre Puno,Hostal Mirador Korichasca Puno
2024-10-22,18:56:00,Plazuela 15 de Agosto Puno,Terminal Zonal Sur Puno
2024-10-22,18:57:00,Avenida La Torre Puno,Los Incas Puno
2024-10-22,19:06:00,Urbanización Huajsapata Puno,Universidad Nacional del Altiplano
2024-10-22,19:11:00,Plaza Mayor de Puno Puno,Instituto de Educación Superior Tecnológico Público Puno
2024-10-23,05:20:00,Urbanización Chanu Chanu Puno,Hotel Libertador Lago Titicaca Puno
2024-10-23,05:44:00,Instituto de Cultura y Turismo de Puno,Complejo Deportivo Alto Llavini Puno
2024-10-23,05:52:00,Mirador Kuntur Wasi Puno,Centro de Salud Metropolitano Puno
2024-10-23,07:07:00,Real Plaza Puno,Jirón Lima Puno
2024-10-23,07:30:00,Urbanización Salcedo Puno,Colegio María Auxiliadora Puno
2024-10-23,09:14:00,Jayllihuaya Puno,Parque del Niño Puno
2024-10-23,09:29:00,Mirador Kuntur Wasi Puno,Salcedo Puno
2024-10-23,09:33:00,Cementerio Laykakota Puno,Avenida Floral Puno
2024-10-23,11:23:00,Avenida Floral Puno,Puerto Lacustre Puno
2024-10-23,14:27:00,Plaza Mayor de Puno Puno,Hostal Mirador Korichasca Puno
2024-10-23,15:49:00,Hospital Regional Manuel Núñez Butrón,Mirador Puma Uta Puno
2024-10-23,16:29:00,Mirador Kuntur Wasi Puno,Colegio María Auxiliadora Puno
2024-10-23,16:38:00,Parque Pino Puno,Isla Esteves Puno
2024-10-23,17:22:00,Polideportivo Chanu Chanu Puno,Estadio Enrique Torres Belón
2024-10-23,18:21:00,Catedral Basílica de Puno,Urbanización Alto Puno
2024-10-23,19:24:00,Puerto Lacustre Puno,Jirón Lima Puno
2024-10-23,19:50:00,Mercado Central Bellavista Puno,Plaza Mayor de Puno Puno
2024-10-23,19:59:00,Complejo Deportivo Alto Llavini Puno,Los Incas Puno
2024-10-23,21:42:00,Hospital ESSALUD Puno,Colegio Adventista Puno
2024-10-23,22:24:00,Polideportivo Chanu Chanu Puno,Urbanización Bellavista Puno
2024-10-24,05:00:00,Mirador Puma Uta Puno,Salcedo Puno
2024-10-24,07:42:00,Plaza Mayor de Puno Puno,Terminal Zonal Sur Puno
2024-10-24,08:03:00,Mercado Laykakota Puno,Avenida Floral Puno
2024-10-24,08:09:00,Instituto Americano Los Andes Puno,Instituto Americano Los Andes Puno
2024-10-24,08:29:00,Instituto de Cultura y Turismo de Puno,Plazuela 15 de Agosto Puno
2024-10-24,08:36:00,Mercado Laykakota Puno,Avenida La Torre Puno
2024-10-24,08:56:00,Terminal Terrestre Puno,Mercado Laykakota Puno
2024-10-24,09:00:00,Parque Pino Puno,Gobierno Regional de Puno
2024-10-24,09:39:00,Avenida Floral Puno,Colegio Glorioso San Carlos Puno
2024-10-24,11:17:00,Plaza Mayor de Puno Puno,Iglesia San Juan Bautista Puno
2024-10-24,11:38:00,Urbanización Bellavista Puno,Instituto de Cultura y Turismo de Puno
2024-10-24,12:06:00,Terminal Terrestre Puno,Iglesia San Juan Bautista Puno
2024-10-24,12:17:00,Instituto de Cultura y Turismo de Puno,Mirador Puma Uta Puno
2024-10-24,12:29:00,Polideportivo Chanu Chanu Puno,Instituto Americano Los Andes Puno
2024-10-24,12:55:00,Gran Unidad Escolar San Carlos Puno,Instituto de Cultura y Turismo de Puno
2024-10-24,13:08:00,Mirador Kuntur Wasi Puno,Puerto Muñoz Díaz Puno
2024-10-24,15:02:00,Instituto de Cultura y Turismo de Puno,Urbanización Huajsapata Puno
2024-10-24,15:07:00,Mercado Unión y Dignidad Puno,Plazuela 15 de Agosto Puno
2024-10-24,16:59:00,Universidad Nacional del Altiplano,Jirón Lima Puno
2024-10-24,17:00:00,Mercado Unión y Dignidad Puno,Colegio Don Bosco Puno
2024-10-24,17:15:00,Polideportivo Chanu Chanu Puno,Hospital ESSALUD Puno
2024-10-24,17:27:00,Plazuela Santa Rosa Puno,Cementerio Laykakota Puno
2024-10-24,19:22:00,Urbanización Huajsapata Puno,Instituto de Educación Superior Tecnológico Público Puno
2024-10-24,19:29:00,Urbanización Chanu Chanu Puno,Mercado Unión y Dignidad Puno
2024-10-24,19:44:00,Centro de Salud Metropolitano Puno,Urbanización Bellavista Puno
2024-10-25,05:42:00,Colegio María Auxiliadora Puno,Urbanización Chanu Chanu Puno
2024-10-25,05:49:00,Real Plaza Puno,Plaza Mayor de Puno Puno
2024-10-25,06:09:00,Mirador Kuntur Wasi Puno,Colegio Adventista Puno
2024-10-25,06:14:00,Parque del Niño Puno,Urbanización Alto Puno
2024-10-25,06:29:00,Mercado Laykakota Puno,Senati Puno
2024-10-25,07:12:00,Parque Mariátegui Puno,Complejo Deportivo Alto Llavini Puno
2024-10-25,07:13:00,Terminal Zonal Sur Puno,Parque del Niño Puno
2024-10-25,07:28:00,Hospital Regional Manuel Núñez Butrón,Isla Esteves Puno
2024-10-25,07:45:00,Mirador Puma Uta Puno,Avenida El Sol Puno
2024-10-25,07:50:00,Gran Unidad Escolar San Carlos Puno,Complejo Deportivo Alto Llavini Puno
2024-10-25,08:00:00,Parque Pino Puno,Urbanización Salcedo Puno
2024-10-25,08:21:00,Urbanización Bellavista Puno,Centro de Salud Metropolitano Puno
2024-10-25,08:40:00,Universidad Andina Néstor Cáceres Velásquez Puno,Colegio Adventista Puno
2024-10-25,08:45:00,Mirador Puma Uta Puno,Parque del Niño Puno
2024-10-25,09:28:00,Urbanización Alto Puno,Estadio Enrique Torres Belón
2024-10-25,10:23:00,Plaza Mayor de Puno Puno,Colegio Adventista Puno
2024-10-25,10:28:00,Avenida El Sol Puno,Avenida Floral Puno
2024-10-25,10:59:00,Plazuela Santa Rosa Puno,Hotel Libertador Lago Titicaca Puno
2024-10-25,11:22:00,Colegio Adventista Puno,Real Plaza Puno
2024-10-25,13:43:00,Avenida El Sol Puno,Plazuela Santa Rosa Puno
2024-10-25,16:04:00,Estadio Enrique Torres Belón,Avenida La Torre Puno
2024-10-25,17:16:00,Terminal Terrestre Puno,Colegio Don Bosco Puno
2024-10-25,17:54:00,Isla Esteves Puno,Municipalidad Provincial de Puno
2024-10-25,18:52:00,Los Incas Puno,Colegio Adventista Puno
2024-10-25,19:06:00,Plazuela 15 de Agosto Puno,Mercado Unión y Dignidad Puno
2024-10-25,19:11:00,Mercado Central Bellavista Puno,Salcedo Puno
