Fecha,Hora de salida,Lugar de Origen,Lugar de Destino,ID
2024-11-07,21:49:00,Puerto Lacustre Puno,Plaza Mayor de Puno,4464
2024-11-07,21:51:00,Colegio Glorioso San Carlos Puno,Mirador Kuntur Wasi Puno,4465
2024-11-08,05:49:00,Puerto Lacustre Puno,Plaza Vea Puno,4466
2024-11-08,06:10:00,Av. Costanera Puno,Jr. Lima Puno,4467
2024-11-08,06:47:00,Urbanización Bellavista Puno,Hotel Libertador Lago Titicaca Puno,4468
2024-11-08,07:03:00,Gran Unidad Escolar San Carlos Puno,Colegio Glorioso San Carlos Puno,4469
2024-11-08,07:17:00,Parque del Periodista Puno,Universidad Andina Néstor Cáceres Velásquez Puno,4470
2024-11-08,07:23:00,Universidad Nacional del Altiplano,Avenida La Torre Puno,4471
2024-11-08,07:32:00,Avenida Floral Puno,Universidad Nacional del Altiplano,4472
2024-11-08,08:07:00,Av. Costanera Puno,Urbanización Salcedo Puno,4473
2024-11-08,08:24:00,Cementerio Yanamayo Puno,Jr. Lima Puno,4474
2024-11-08,08:36:00,Urbanización Bellavista Puno,Jr. Lima Puno,4475
2024-11-08,08:40:00,Senati Puno,Puerto Lacustre Puno,4476
2024-11-08,08:49:00,Universidad Nacional del Altiplano,Hotel Libertador Lago Titicaca Puno,4477
2024-11-08,09:43:00,Parque Mariátegui Puno,Puerto Lacustre Puno,4478
2024-11-08,10:06:00,Plaza Vea Puno,Jayllihuaya Puno,4479
2024-11-08,10:08:00,Hospital III EsSalud Puno,Urbanización Chanu Chanu Puno,4480
2024-11-08,11:38:00,Colegio Don Bosco Puno,Puerto Lacustre Puno,4481
2024-11-08,14:42:00,Plaza Mayor de Puno,Hotel Libertador Lago Titicaca Puno,4482
2024-11-08,15:24:00,Cementerio Laykakota Puno,Puerto Lacustre Puno,4483
2024-11-08,15:31:00,Plaza Mayor de Puno,Complejo Deportivo Alto Llavini Puno,4484
2024-11-08,18:08:00,Parque San Román Puno,Estadio Enrique Torres Belón,4485
2024-11-08,18:31:00,Universidad Nacional del Altiplano,Hospital Regional Manuel Núñez Butrón,4486
2024-11-08,18:40:00,Terminal Terrestre Puno,Mercado Bellavista Puno,4487
2024-11-08,18:49:00,Estadio Enrique Torres Belón,Hotel Libertador Lago Titicaca Puno,4488
2024-11-08,18:53:00,Urbanización Chanu Chanu Puno,Mercado Unión y Dignidad Puno,4489
2024-11-08,19:29:00,Colegio Glorioso San Carlos Puno,Plaza Mayor de Puno,4490
2024-11-08,19:38:00,Instituto Americano de Arte Puno,Terminal Zonal Sur Puno,4491
2024-11-08,19:40:00,Salcedo Puno,Avenida Floral Puno,4492
2024-11-08,22:21:00,Urbanización Huajsapata Puno,Municipalidad Provincial de Puno,4493
2024-11-08,22:50:00,Polideportivo Chanu Chanu Puno,Ministerio de Cultura Puno,4494
2024-11-09,05:15:00,Parque del Niño Puno,Av. Costanera Puno,4495
2024-11-09,06:52:00,Urbanización Chanu Chanu Puno,Mirador Puma Uta Puno,4496
2024-11-09,07:13:00,Instituto de Educación Superior Tecnológico Público Puno,Avenida Floral Puno,4497
2024-11-09,07:13:00,Avenida Floral Puno,Plaza Mayor de Puno,4498
2024-11-09,07:17:00,Hotel Libertador Lago Titicaca Puno,Terminal Terrestre Puno,4499
2024-11-09,07:40:00,Parque Pino Puno,Instituto de Educación Superior Tecnológico Público Puno,4500
2024-11-09,08:04:00,Cementerio Laykakota Puno,Hostal Mirador Korichasca Puno,4501
2024-11-09,08:29:00,Jayllihuaya Puno,Municipalidad Provincial de Puno,4502
2024-11-09,08:33:00,Universidad Nacional del Altiplano,Av. Costanera Puno,4503
2024-11-09,08:46:00,Hotel Libertador Lago Titicaca Puno,Mirador Kuntur Wasi Puno,4504
2024-11-09,08:51:00,Colegio Don Bosco Puno,Estadio Enrique Torres Belón,4505
2024-11-09,10:38:00,Parque Pino Puno,Universidad Andina Néstor Cáceres Velásquez Puno,4506
2024-11-09,10:47:00,Universidad Nacional del Altiplano,Mirador Kuntur Wasi Puno,4507
2024-11-09,11:52:00,Mercado Bellavista Puno,Mercado Unión y Dignidad Puno,4508
2024-11-09,12:50:00,Puerto Lacustre Puno,Cementerio Laykakota Puno,4509
2024-11-09,13:24:00,Jayllihuaya Puno,Urbanización Alto Puno,4510
2024-11-09,13:39:00,Salcedo Puno,Plaza Vea Puno,4511
2024-11-09,13:44:00,Colegio Don Bosco Puno,Jayllihuaya Puno,4512
2024-11-09,13:51:00,Avenida La Torre Puno,Terminal Terrestre Puno,4513
2024-11-09,14:29:00,Hostal Mirador Korichasca Puno,Complejo Deportivo Alto Llavini Puno,4514
2024-11-09,15:07:00,Institución Educativa San Juan Bautista Puno,Colegio Don Bosco Puno,4515
2024-11-09,17:09:00,Jr. Tarapacá Puno,Mirador Puma Uta Puno,4516
2024-11-09,17:48:00,Centro de Salud Metropolitano Puno,Puerto Lacustre Puno,4517
2024-11-09,18:06:00,Puerto Lacustre Puno,Urbanización Salcedo Puno,4518
2024-11-09,18:43:00,Parque del Niño Puno,Universidad Nacional del Altiplano,4519
2024-11-09,18:45:00,Parque Pino Puno,Instituto de Educación Superior Tecnológico Público Puno,4520
2024-11-09,18:50:00,Plaza Vea Puno,Senati Puno,4521
2024-11-09,19:22:00,Parque Mariátegui Puno,Colegio Don Bosco Puno,4522
2024-11-09,19:34:00,Parque del Periodista Puno,Colegio Glorioso San Carlos Puno,4523
2024-11-09,20:56:00,Puerto Lacustre Puno,Urbanización Huajsapata Puno,4524
2024-11-09,21:08:00,Cementerio Laykakota Puno,Puerto Lacustre Puno,4525
2024-11-09,21:12:00,Gran Unidad Escolar San Carlos Puno,Urbanización Salcedo Puno,4526
2024-11-09,21:25:00,Senati Puno,Universidad Nacional del Altiplano,4527
2024-11-10,06:52:00,Puerto Lacustre Puno,Colegio Glorioso San Carlos Puno,4528
2024-11-10,07:40:00,Instituto de Educación Superior Tecnológico Público Puno,Hospital Regional Manuel Núñez Butrón,4529
2024-11-10,07:44:00,Instituto Americano de Arte Puno,Estadio Enrique Torres Belón,4530
2024-11-10,07:51:00,Parque Pino Puno,Estadio Enrique Torres Belón,4531
2024-11-10,08:22:00,Cementerio Laykakota Puno,Hostal Mirador Korichasca Puno,4532
2024-11-10,09:00:00,Hospital Regional Manuel Núñez Butrón,Hotel Sonesta Posadas del Inca Puno,4533
2024-11-10,09:11:00,Jr. Tarapacá Puno,Hospital Regional Manuel Núñez Butrón,4534
2024-11-10,09:55:00,Salcedo Puno,Urbanización Chanu Chanu Puno,4535
2024-11-10,10:48:00,Jayllihuaya Puno,Instituto Americano de Arte Puno,4536
2024-11-10,11:47:00,Instituto Americano de Arte Puno,Universidad Andina Néstor Cáceres Velásquez Puno,4537
2024-11-10,12:11:00,Jr. Lima Puno,Mercado Bellavista Puno,4538
2024-11-10,12:55:00,Gobierno Regional de Puno,Jayllihuaya Puno,4539
2024-11-10,13:45:00,Senati Puno,Puerto Lacustre Puno,4540
2024-11-10,14:17:00,Ministerio de Cultura Puno,Colegio María Auxiliadora Puno,4541
2024-11-10,15:05:00,Avenida Floral Puno,Terminal Terrestre Puno,4542
2024-11-10,15:12:00,Complejo Deportivo Alto Llavini Puno,Hotel Sonesta Posadas del Inca Puno,4543
2024-11-10,15:28:00,Hotel Libertador Lago Titicaca Puno,Hotel Libertador Lago Titicaca Puno,4544
2024-11-10,16:49:00,Hospital III EsSalud Puno,Terminal Terrestre Puno,4545
2024-11-10,17:32:00,Senati Puno,Avenida Floral Puno,4546
2024-11-10,17:45:00,Jr. Tarapacá Puno,Plaza Vea Puno,4547
2024-11-10,18:09:00,Urbanización Huajsapata Puno,Universidad Nacional del Altiplano,4548
2024-11-10,19:40:00,Salcedo Puno,Colegio Adventista Puno,4549
2024-11-10,19:59:00,Mercado Bellavista Puno,Mirador Kuntur Wasi Puno,4550
2024-11-10,22:55:00,Hotel Libertador Lago Titicaca Puno,Universidad Andina Néstor Cáceres Velásquez Puno,4551
2024-11-11,06:40:00,Estadio Enrique Torres Belón,Hotel Libertador Lago Titicaca Puno,4552
2024-11-11,06:46:00,Ministerio de Cultura Puno,Cementerio Yanamayo Puno,4553
2024-11-11,07:03:00,Parque Mariátegui Puno,Hotel Sonesta Posadas del Inca Puno,4554
2024-11-11,08:02:00,Salcedo Puno,Avenida Floral Puno,4555
2024-11-11,08:23:00,Plaza Mayor de Puno,Cementerio Laykakota Puno,4556
2024-11-11,08:31:00,Jr. Lima Puno,Parque del Niño Puno,4557
2024-11-11,08:35:00,Institución Educativa San Juan Bautista Puno,Instituto de Educación Superior Tecnológico Público Puno,4558
2024-11-11,09:27:00,Jayllihuaya Puno,Colegio Glorioso San Carlos Puno,4559
2024-11-11,09:29:00,Ministerio de Cultura Puno,Puerto Lacustre Puno,4560
2024-11-11,10:27:00,Mirador Puma Uta Puno,Parque del Niño Puno,4561
2024-11-11,12:16:00,Parque San Román Puno,Puerto Lacustre Puno,4562
2024-11-11,14:51:00,Mercado Bellavista Puno,Urbanización Alto Puno,4563
2024-11-11,15:58:00,Urbanización Bellavista Puno,Instituto Americano de Arte Puno,4564
2024-11-11,16:04:00,Ministerio de Cultura Puno,Urbanización Alto Puno,4565
2024-11-11,16:19:00,Puerto Lacustre Puno,Universidad Andina Néstor Cáceres Velásquez Puno,4566
2024-11-11,16:41:00,Plaza Vea Puno,Parque Mariátegui Puno,4567
2024-11-11,17:28:00,Puerto Lacustre Puno,Polideportivo Chanu Chanu Puno,4568
2024-11-11,17:31:00,Jr. Tarapacá Puno,Jr. Los Incas Puno,4569
2024-11-11,18:04:00,Mercado Bellavista Puno,Universidad Nacional del Altiplano,4570
2024-11-11,18:07:00,Mirador Kuntur Wasi Puno,Parque del Niño Puno,4571
2024-11-11,19:00:00,Parque del Periodista Puno,Jr. Lima Puno,4572
2024-11-11,19:04:00,Puerto Lacustre Puno,Jr. Lima Puno,4573
2024-11-11,19:07:00,Cementerio Yanamayo Puno,Jr. Tarapacá Puno,4574
2024-11-11,19:13:00,Av. Costanera Puno,Salcedo Puno,4575
2024-11-11,19:55:00,Urbanización Huajsapata Puno,Jayllihuaya Puno,4576
2024-11-11,19:57:00,Parque del Periodista Puno,Ministerio de Cultura Puno,4577
2024-11-11,20:09:00,Urbanización Chanu Chanu Puno,Colegio Don Bosco Puno,4578
2024-11-11,20:46:00,Colegio María Auxiliadora Puno,Parque del Periodista Puno,4579
2024-11-11,20:52:00,Colegio Glorioso San Carlos Puno,Plaza Mayor de Puno,4580
2024-11-11,22:16:00,Colegio Glorioso San Carlos Puno,Urbanización Bellavista Puno,4581
2024-11-11,22:33:00,Cementerio Yanamayo Puno,Instituto Americano de Arte Puno,4582
2024-11-12,06:06:00,Universidad Nacional del Altiplano,Terminal Terrestre Puno,4583
2024-11-12,06:44:00,Avenida El Sol Puno,Mercado Unión y Dignidad Puno,4584
2024-11-12,06:44:00,Estadio Enrique Torres Belón,Jr. Tarapacá Puno,4585
2024-11-12,06:51:00,Jr. Tarapacá Puno,Universidad Nacional del Altiplano,4586
2024-11-12,06:53:00,Universidad Nacional del Altiplano,Av. Costanera Puno,4587
2024-11-12,06:56:00,Colegio Glorioso San Carlos Puno,Hospital Regional Manuel Núñez Butrón,4588
2024-11-12,06:56:00,Jr. Lima Puno,Jr. Los Incas Puno,4589
2024-11-12,07:04:00,Plaza Vea Puno,Jayllihuaya Puno,4590
2024-11-12,07:12:00,Jayllihuaya Puno,Polideportivo Chanu Chanu Puno,4591
2024-11-12,07:21:00,Jr. Lima Puno,Polideportivo Chanu Chanu Puno,4592
2024-11-12,08:36:00,Plaza Vea Puno,Hospital III EsSalud Puno,4593
2024-11-12,08:40:00,Ministerio de Cultura Puno,Cementerio Yanamayo Puno,4594
2024-11-12,08:57:00,Avenida El Sol Puno,Hotel Libertador Lago Titicaca Puno,4595
2024-11-12,09:32:00,Hostal Mirador Korichasca Puno,Urbanización Alto Puno,4596
2024-11-12,10:05:00,Jr. Los Incas Puno,Jr. Lima Puno,4597
2024-11-12,10:29:00,Urbanización Huajsapata Puno,Senati Puno,4598
2024-11-12,12:28:00,Gran Unidad Escolar San Carlos Puno,Hotel Sonesta Posadas del Inca Puno,4599
2024-11-12,15:12:00,Parque del Periodista Puno,Urbanización Huajsapata Puno,4600
2024-11-12,15:26:00,Jr. Tarapacá Puno,Mercado Laykakota Puno,4601
2024-11-12,15:44:00,Centro de Salud Metropolitano Puno,Mercado Unión y Dignidad Puno,4602
2024-11-12,17:33:00,Hospital Regional Manuel Núñez Butrón,Universidad Nacional del Altiplano,4603
2024-11-12,17:34:00,Urbanización Bellavista Puno,Terminal Terrestre Puno,4604
2024-11-12,17:41:00,Hospital Regional Manuel Núñez Butrón,Avenida La Torre Puno,4605
2024-11-12,19:23:00,Universidad Andina Néstor Cáceres Velásquez Puno,Instituto de Educación Superior Tecnológico Público Puno,4606
2024-11-12,19:24:00,Parque San Román Puno,Plaza Vea Puno,4607
2024-11-12,19:32:00,Instituto Americano de Arte Puno,Terminal Terrestre Puno,4608
2024-11-12,19:36:00,Parque San Román Puno,Complejo Deportivo Alto Llavini Puno,4609
2024-11-12,19:45:00,Avenida La Torre Puno,Parque San Román Puno,4610
2024-11-12,20:17:00,Puerto Lacustre Puno,Universidad Nacional del Altiplano,4611
2024-11-12,21:23:00,Colegio María Auxiliadora Puno,Universidad Nacional del Altiplano,4612
2024-11-12,21:29:00,Hostal Mirador Korichasca Puno,Plaza Mayor de Puno,4613
2024-11-12,22:16:00,Hotel Sonesta Posadas del Inca Puno,Jr. Tarapacá Puno,4614
2024-11-12,22:30:00,Hotel Libertador Lago Titicaca Puno,Urbanización Huajsapata Puno,4615
2024-11-12,22:57:00,Universidad Nacional del Altiplano,Universidad Andina Néstor Cáceres Velásquez Puno,4616
2024-11-13,05:37:00,Av. Costanera Puno,Urbanización Salcedo Puno,4617
2024-11-13,06:01:00,Gran Unidad Escolar San Carlos Puno,Mercado Unión y Dignidad Puno,4618
2024-11-13,08:12:00,Terminal Zonal Sur Puno,Parque del Niño Puno,4619
2024-11-13,08:19:00,Hospital Regional Manuel Núñez Butrón,Universidad Andina Néstor Cáceres Velásquez Puno,4620
2024-11-13,08:21:00,Jr. Los Incas Puno,Parque Pino Puno,4621
2024-11-13,09:00:00,Cementerio Laykakota Puno,Jr. Los Incas Puno,4622
2024-11-13,09:31:00,Hotel Libertador Lago Titicaca Puno,Gran Unidad Escolar San Carlos Puno,4623
2024-11-13,09:36:00,Municipalidad Provincial de Puno,Gobierno Regional de Puno,4624
2024-11-13,09:37:00,Senati Puno,Jr. Tarapacá Puno,4625
2024-11-13,11:25:00,Jayllihuaya Puno,Mercado Bellavista Puno,4626
2024-11-13,13:32:00,Estadio Enrique Torres Belón,Jayllihuaya Puno,4627
2024-11-13,14:09:00,Parque San Román Puno,Avenida El Sol Puno,4628
2024-11-13,14:27:00,Parque San Román Puno,Mercado Laykakota Puno,4629
2024-11-13,15:42:00,Avenida La Torre Puno,Hospital Regional Manuel Núñez Butrón,4630
2024-11-13,16:16:00,Instituto de Educación Superior Tecnológico Público Puno,Avenida El Sol Puno,4631
2024-11-13,17:34:00,Gobierno Regional de Puno,Mercado Unión y Dignidad Puno,4632
2024-11-13,18:02:00,Plaza Mayor de Puno,Urbanización Chanu Chanu Puno,4633
2024-11-13,18:09:00,Jr. Lima Puno,Ministerio de Cultura Puno,4634
2024-11-13,18:41:00,Instituto Americano de Arte Puno,Av. Costanera Puno,4635
2024-11-13,19:17:00,Plaza Mayor de Puno,Avenida El Sol Puno,4636
2024-11-13,19:22:00,Avenida Floral Puno,Parque Pino Puno,4637
2024-11-13,19:45:00,Mercado Bellavista Puno,Municipalidad Provincial de Puno,4638
2024-11-13,19:54:00,Parque del Niño Puno,Puerto Lacustre Puno,4639
2024-11-13,21:27:00,Puerto Lacustre Puno,Parque Mariátegui Puno,4640
2024-11-14,05:20:00,Urbanización Alto Puno,Plaza Vea Puno,4641
2024-11-14,05:45:00,Mirador Puma Uta Puno,Complejo Deportivo Alto Llavini Puno,4642
2024-11-14,06:18:00,Hospital III EsSalud Puno,Hotel Libertador Lago Titicaca Puno,4643
2024-11-14,06:20:00,Urbanización Alto Puno,Urbanización Huajsapata Puno,4644
2024-11-14,07:33:00,Complejo Deportivo Alto Llavini Puno,Avenida El Sol Puno,4645
2024-11-14,07:56:00,Puerto Lacustre Puno,Hotel Libertador Lago Titicaca Puno,4646
2024-11-14,08:49:00,Parque Pino Puno,Municipalidad Provincial de Puno,4647
2024-11-14,09:03:00,Parque del Niño Puno,Salcedo Puno,4648
2024-11-14,09:47:00,Urbanización Huajsapata Puno,Gran Unidad Escolar San Carlos Puno,4649
2024-11-14,10:42:00,Hotel Sonesta Posadas del Inca Puno,Complejo Deportivo Alto Llavini Puno,4650
2024-11-14,10:56:00,Parque Pino Puno,Universidad Nacional del Altiplano,4651
2024-11-14,12:25:00,Plaza Vea Puno,Terminal Zonal Sur Puno,4652
2024-11-14,13:15:00,Gobierno Regional de Puno,Instituto Americano de Arte Puno,4653
2024-11-14,16:24:00,Instituto Americano de Arte Puno,Gran Unidad Escolar San Carlos Puno,4654
2024-11-14,17:06:00,Jr. Lima Puno,Terminal Terrestre Puno,4655
2024-11-14,17:08:00,Estadio Enrique Torres Belón,Jr. Lima Puno,4656
2024-11-14,18:03:00,Polideportivo Chanu Chanu Puno,Plaza Vea Puno,4657
2024-11-14,18:31:00,Hostal Mirador Korichasca Puno,Puerto Lacustre Puno,4658
2024-11-14,19:04:00,Complejo Deportivo Alto Llavini Puno,Terminal Terrestre Puno,4659
2024-11-14,19:11:00,Urbanización Huajsapata Puno,Av. Costanera Puno,4660
2024-11-14,19:57:00,Urbanización Salcedo Puno,Jr. Lima Puno,4661
2024-11-14,22:57:00,Senati Puno,Jr. Lima Puno,4662
2024-11-15,07:26:00,Plaza Vea Puno,Cementerio Laykakota Puno,4663
2024-11-15,07:49:00,Estadio Enrique Torres Belón,Parque del Niño Puno,4664
2024-11-15,09:06:00,Plaza Vea Puno,Urbanización Bellavista Puno,4665
2024-11-15,09:23:00,Avenida Floral Puno,Mercado Bellavista Puno,4666
2024-11-15,09:33:00,Hotel Libertador Lago Titicaca Puno,Plaza Mayor de Puno,4667
2024-11-15,11:31:00,Parque Mariátegui Puno,Hospital Regional Manuel Núñez Butrón,4668
2024-11-15,12:08:00,Gobierno Regional de Puno,Ministerio de Cultura Puno,4669
2024-11-15,12:53:00,Centro de Salud Metropolitano Puno,Colegio Adventista Puno,4670
2024-11-15,13:03:00,Terminal Terrestre Puno,Urbanización Chanu Chanu Puno,4671
2024-11-15,13:40:00,Salcedo Puno,Puerto Lacustre Puno,4672
2024-11-15,17:12:00,Hotel Libertador Lago Titicaca Puno,Gobierno Regional de Puno,4673
2024-11-15,17:31:00,Urbanización Alto Puno,Mirador Kuntur Wasi Puno,4674
2024-11-15,17:39:00,Plaza Mayor de Puno,Puerto Lacustre Puno,4675
2024-11-15,17:58:00,Colegio Adventista Puno,Universidad Andina Néstor Cáceres Velásquez Puno,4676
2024-11-15,18:24:00,Institución Educativa San Juan Bautista Puno,Colegio Don Bosco Puno,4677
2024-11-15,18:58:00,Polideportivo Chanu Chanu Puno,Parque Pino Puno,4678
2024-11-15,19:46:00,Mirador Kuntur Wasi Puno,Avenida El Sol Puno,4679
2024-11-15,20:30:00,Parque del Periodista Puno,Universidad Andina Néstor Cáceres Velásquez Puno,4680
2024-11-15,20:46:00,Mercado Bellavista Puno,Puerto Lacustre Puno,4681
2024-11-15,22:51:00,Municipalidad Provincial de Puno,Plaza Vea Puno,4682
2024-11-16,05:21:00,Mercado Unión y Dignidad Puno,Urbanización Huajsapata Puno,4683
2024-11-16,05:51:00,Centro de Salud Metropolitano Puno,Jr. Lima Puno,4684
2024-11-16,06:31:00,Jr. Lima Puno,Universidad Andina Néstor Cáceres Velásquez Puno,4685
2024-11-16,07:20:00,Salcedo Puno,Puerto Lacustre Puno,4686
2024-11-16,07:24:00,Jr. Tarapacá Puno,Hospital III EsSalud Puno,4687
2024-11-16,08:33:00,Cementerio Yanamayo Puno,Jr. Tarapacá Puno,4688
2024-11-16,09:59:00,Hotel Sonesta Posadas del Inca Puno,Universidad Andina Néstor Cáceres Velásquez Puno,4689
2024-11-16,12:13:00,Colegio María Auxiliadora Puno,Plaza Vea Puno,4690
2024-11-16,12:21:00,Parque San Román Puno,Senati Puno,4691
2024-11-16,14:02:00,Plaza Vea Puno,Plaza Mayor de Puno,4692
2024-11-16,14:06:00,Jr. Lima Puno,Avenida El Sol Puno,4693
2024-11-16,14:39:00,Jr. Lima Puno,Cementerio Yanamayo Puno,4694
2024-11-16,17:02:00,Avenida El Sol Puno,Jr. Lima Puno,4695
2024-11-16,17:40:00,Mercado Unión y Dignidad Puno,Polideportivo Chanu Chanu Puno,4696
2024-11-16,18:08:00,Parque Pino Puno,Parque del Periodista Puno,4697
2024-11-16,18:13:00,Parque del Niño Puno,Hospital III EsSalud Puno,4698
2024-11-16,18:43:00,Jr. Lima Puno,Instituto de Educación Superior Tecnológico Público Puno,4699
2024-11-16,18:54:00,Estadio Enrique Torres Belón,Parque Pino Puno,4700
2024-11-16,19:16:00,Hospital III EsSalud Puno,Hotel Libertador Lago Titicaca Puno,4701
2024-11-16,19:19:00,Puerto Lacustre Puno,Cementerio Laykakota Puno,4702
2024-11-16,19:35:00,Puerto Lacustre Puno,Plaza Mayor de Puno,4703
2024-11-16,21:22:00,Puerto Lacustre Puno,Cementerio Laykakota Puno,4704
2024-11-16,21:47:00,Mercado Bellavista Puno,Hospital III EsSalud Puno,4705
2024-11-16,22:08:00,Estadio Enrique Torres Belón,Mercado Unión y Dignidad Puno,4706
2024-11-16,22:37:00,Jr. Tarapacá Puno,Polideportivo Chanu Chanu Puno,4707
2024-11-17,05:07:00,Puerto Lacustre Puno,Terminal Zonal Sur Puno,4708
2024-11-17,06:15:00,Hospital III EsSalud Puno,Puerto Lacustre Puno,4709
2024-11-17,06:16:00,Jr. Tarapacá Puno,Puerto Lacustre Puno,4710
2024-11-17,07:40:00,Urbanización Chanu Chanu Puno,Instituto Americano de Arte Puno,4711
2024-11-17,07:42:00,Parque San Román Puno,Colegio Adventista Puno,4712
2024-11-17,09:25:00,Hospital III EsSalud Puno,Terminal Terrestre Puno,4713
2024-11-17,10:18:00,Jayllihuaya Puno,Mercado Unión y Dignidad Puno,4714
2024-11-17,10:34:00,Colegio Adventista Puno,Parque Pino Puno,4715
2024-11-17,10:49:00,Colegio Glorioso San Carlos Puno,Polideportivo Chanu Chanu Puno,4716
2024-11-17,11:44:00,Parque Pino Puno,Puerto Lacustre Puno,4717
2024-11-17,12:24:00,Plaza Vea Puno,Colegio Glorioso San Carlos Puno,4718
2024-11-17,12:59:00,Mercado Unión y Dignidad Puno,Urbanización Salcedo Puno,4719
2024-11-17,13:08:00,Mercado Bellavista Puno,Universidad Nacional del Altiplano,4720
2024-11-17,13:22:00,Gran Unidad Escolar San Carlos Puno,Hostal Mirador Korichasca Puno,4721
2024-11-17,13:28:00,Plaza Vea Puno,Polideportivo Chanu Chanu Puno,4722
2024-11-17,13:54:00,Cementerio Yanamayo Puno,Colegio Glorioso San Carlos Puno,4723
2024-11-17,17:45:00,Hotel Libertador Lago Titicaca Puno,Instituto de Educación Superior Tecnológico Público Puno,4724
2024-11-17,17:53:00,Colegio Glorioso San Carlos Puno,Urbanización Huajsapata Puno,4725
2024-11-17,19:16:00,Mercado Laykakota Puno,Jr. Los Incas Puno,4726
2024-11-17,19:51:00,Ministerio de Cultura Puno,Colegio Don Bosco Puno,4727
2024-11-17,20:31:00,Mirador Kuntur Wasi Puno,Urbanización Bellavista Puno,4728
2024-11-17,20:56:00,Estadio Enrique Torres Belón,Instituto Americano de Arte Puno,4729
2024-11-17,21:28:00,Senati Puno,Urbanización Bellavista Puno,4730
2024-11-17,21:51:00,Parque del Niño Puno,Plaza Mayor de Puno,4731
2024-11-17,22:46:00,Av. Costanera Puno,Mirador Puma Uta Puno,4732
2024-11-18,05:23:00,Urbanización Huajsapata Puno,Colegio María Auxiliadora Puno,4733
2024-11-18,05:28:00,Senati Puno,Municipalidad Provincial de Puno,4734
2024-11-18,05:53:00,Avenida La Torre Puno,Plaza Mayor de Puno,4735
2024-11-18,06:35:00,Urbanización Salcedo Puno,Instituto Americano de Arte Puno,4736
2024-11-18,06:57:00,Jr. Tarapacá Puno,Mercado Laykakota Puno,4737
2024-11-18,07:20:00,Urbanización Alto Puno,Hotel Libertador Lago Titicaca Puno,4738
2024-11-18,07:38:00,Hotel Libertador Lago Titicaca Puno,Terminal Terrestre Puno,4739
2024-11-18,08:07:00,Hotel Libertador Lago Titicaca Puno,Cementerio Yanamayo Puno,4740
2024-11-18,08:34:00,Plaza Mayor de Puno,Universidad Nacional del Altiplano,4741
2024-11-18,09:20:00,Plaza Mayor de Puno,Parque Pino Puno,4742
2024-11-18,09:21:00,Jr. Tarapacá Puno,Universidad Nacional del Altiplano,4743
2024-11-18,09:32:00,Jr. Los Incas Puno,Jr. Tarapacá Puno,4744
2024-11-18,10:23:00,Hotel Libertador Lago Titicaca Puno,Mercado Laykakota Puno,4745
2024-11-18,11:10:00,Senati Puno,Polideportivo Chanu Chanu Puno,4746
2024-11-18,11:43:00,Colegio Glorioso San Carlos Puno,Urbanización Bellavista Puno,4747
2024-11-18,12:10:00,Hostal Mirador Korichasca Puno,Instituto Americano de Arte Puno,4748
2024-11-18,12:22:00,Universidad Andina Néstor Cáceres Velásquez Puno,Centro de Salud Metropolitano Puno,4749
2024-11-18,12:59:00,Ministerio de Cultura Puno,Jr. Lima Puno,4750
2024-11-18,13:11:00,Jr. Lima Puno,Plaza Mayor de Puno,4751
2024-11-18,13:35:00,Puerto Lacustre Puno,Mirador Puma Uta Puno,4752
2024-11-18,13:53:00,Mercado Bellavista Puno,Instituto Americano de Arte Puno,4753
2024-11-18,13:57:00,Plaza Mayor de Puno,Parque del Periodista Puno,4754
2024-11-18,15:13:00,Puerto Lacustre Puno,Puerto Lacustre Puno,4755
2024-11-18,15:33:00,Instituto de Educación Superior Tecnológico Público Puno,Puerto Lacustre Puno,4756
2024-11-18,17:34:00,Universidad Nacional del Altiplano,Urbanización Bellavista Puno,4757
2024-11-18,17:50:00,Cementerio Yanamayo Puno,Hospital Regional Manuel Núñez Butrón,4758
2024-11-18,20:21:00,Mirador Kuntur Wasi Puno,Senati Puno,4759
2024-11-19,05:26:00,Plaza Vea Puno,Universidad Nacional del Altiplano,4760
2024-11-19,07:18:00,Avenida Floral Puno,Plaza Vea Puno,4761
2024-11-19,07:43:00,Avenida La Torre Puno,Jr. Tarapacá Puno,4762
2024-11-19,08:00:00,Puerto Lacustre Puno,Hostal Mirador Korichasca Puno,4763
2024-11-19,08:13:00,Plaza Vea Puno,Hotel Libertador Lago Titicaca Puno,4764
2024-11-19,08:14:00,Instituto de Educación Superior Tecnológico Público Puno,Parque del Niño Puno,4765
2024-11-19,09:12:00,Cementerio Yanamayo Puno,Colegio Adventista Puno,4766
2024-11-19,09:16:00,Estadio Enrique Torres Belón,Parque del Niño Puno,4767
2024-11-19,09:27:00,Colegio María Auxiliadora Puno,Jr. Los Incas Puno,4768
2024-11-19,09:41:00,Colegio Glorioso San Carlos Puno,Puerto Lacustre Puno,4769
2024-11-19,09:41:00,Polideportivo Chanu Chanu Puno,Jr. Lima Puno,4770
2024-11-19,09:42:00,Polideportivo Chanu Chanu Puno,Parque del Periodista Puno,4771
2024-11-19,09:43:00,Gobierno Regional de Puno,Universidad Nacional del Altiplano,4772
2024-11-19,09:55:00,Universidad Nacional del Altiplano,Plaza Mayor de Puno,4773
2024-11-19,09:56:00,Colegio Glorioso San Carlos Puno,Hostal Mirador Korichasca Puno,4774
